,inputs,outputs,intention
849,"[1, 0, 0.18181818181818182, 0, 1, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.04081632653061224, 1, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931]","[0, 0, 0, 1]",food move
850,"[1, 0, 0.06451612903225806, 0, 1, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.06451612903225806, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.2857142857142857]","[0, 0, 0, 1]",food move
851,"[1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
852,"[1, 0, 0.18181818181818182, 0, 1, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.04081632653061224, 1, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931]","[0, 0, 0, 1]",food move
853,"[1, 0, 0.06451612903225806, 0, 1, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.06451612903225806, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.2857142857142857]","[0, 0, 0, 1]",food move
854,"[1, 0, 0.06451612903225806, 0, 1, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.06451612903225806, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.2857142857142857]","[0, 0, 0, 1]",food move
855,"[1, 0, 0.18181818181818182, 0, 1, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.04081632653061224, 1, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931]","[0, 0, 0, 1]",food move
856,"[1, 0, 0.06451612903225806, 0, 1, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.06451612903225806, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.2857142857142857]","[0, 0, 0, 1]",food move
857,"[1, 0, 0.18181818181818182, 0, 1, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.04081632653061224, 1, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931]","[0, 0, 0, 1]",food move
858,"[1, 0, 0.06451612903225806, 0, 1, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.06451612903225806, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.2857142857142857]","[0, 0, 0, 1]",food move
859,"[1, 0, 0.18181818181818182, 0, 1, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.04081632653061224, 1, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931]","[0, 0, 0, 1]",food move
860,"[1, 0, 0.06451612903225806, 0, 1, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.06451612903225806, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.2857142857142857]","[0, 0, 0, 1]",food move
861,"[1, 0, 0.06451612903225806, 0, 1, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.06451612903225806, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.2857142857142857]","[0, 0, 0, 1]",food move
862,"[1, 0, 0.18181818181818182, 0, 1, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.04081632653061224, 1, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931]","[0, 0, 0, 1]",food move
863,"[1, 0, 0.06451612903225806, 0, 1, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.06451612903225806, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.2857142857142857]","[0, 0, 0, 1]",food move
864,"[1, 0, 0.18181818181818182, 0, 1, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.04081632653061224, 1, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931]","[0, 0, 0, 1]",food move
865,"[1, 0, 0.06451612903225806, 0, 1, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.06451612903225806, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.2857142857142857]","[0, 0, 0, 1]",food move
866,"[1, 0, 0.06451612903225806, 0, 1, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.06451612903225806, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.2857142857142857]","[0, 0, 0, 1]",food move
867,"[1, 0, 0.18181818181818182, 0, 1, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.04081632653061224, 1, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931]","[0, 0, 0, 1]",food move
868,"[1, 0, 0.06451612903225806, 0, 1, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.06451612903225806, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.2857142857142857]","[0, 0, 0, 1]",food move
869,"[1, 0, 0.18181818181818182, 0, 1, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.04081632653061224, 1, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931]","[0, 0, 0, 1]",food move
870,"[1, 0, 0.06451612903225806, 0, 1, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.06451612903225806, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.2857142857142857]","[0, 0, 0, 1]",food move
871,"[1, 0, 0.18181818181818182, 0, 1, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.04081632653061224, 1, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931]","[0, 0, 0, 1]",food move
872,"[1, 0, 0.06451612903225806, 0, 1, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.06451612903225806, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.2857142857142857]","[0, 0, 0, 1]",food move
873,"[0, 1, 0.05128205128205128, 0, 0, 0.07407407407407407, 1, 0, 0.15384615384615385, 0, 0, 0.09523809523809523, 0, 0, 0.07407407407407407, 0, 0, 0.15384615384615385, 0, 0, 0.09523809523809523, 1, 0, 0.15384615384615385]","[0, 1, 0, 0]",food move
874,"[0, 1, 0.05128205128205128, 0, 0, 0.07407407407407407, 1, 0, 0.15384615384615385, 0, 0, 0.09523809523809523, 0, 0, 0.07407407407407407, 0, 0, 0.15384615384615385, 0, 0, 0.09523809523809523, 1, 0, 0.15384615384615385]","[0, 1, 0, 0]",food move
875,"[0, 1, 0.05405405405405406, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.08695652173913043, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 0, 0, 0.08695652173913043, 0, 0, 0.18181818181818182]","[0, 1, 0, 0]",munch
876,"[0, 0, 0.06451612903225806, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.06896551724137931, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
877,"[0, 0, 0.06451612903225806, 0, 1, 0.07407407407407407, 1, 0, 0.15384615384615385, 0, 0, 0.06896551724137931, 0, 0, 0.07407407407407407, 0, 0, 0.15384615384615385, 0, 0, 0.07407407407407407, 1, 0, 0.15384615384615385]","[0, 0, 0, 1]",munch
878,"[0, 1, 0.05128205128205128, 0, 0, 0.11764705882352941, 1, 0, 0.08695652173913043, 0, 0, 0.09523809523809523, 0, 0, 0.11764705882352941, 0, 0, 0.08695652173913043, 0, 0, 0.11764705882352941, 0, 0, 0.09523809523809523]","[0, 1, 0, 0]",food move
879,"[0, 1, 0.08, 0, 0, 0.07407407407407407, 0, 0, 0.15384615384615385, 1, 0, 0.05714285714285714, 0, 0, 0.08, 0, 0, 0.15384615384615385, 0, 0, 0.07407407407407407, 0, 0, 0.15384615384615385]","[0, 1, 0, 0]",munch
880,"[0, 1, 0.04878048780487805, 0, 0, 0.13333333333333333, 1, 0, 0.08, 0, 0, 0.10526315789473684, 0, 0, 0.13333333333333333, 0, 0, 0.08, 0, 0, 0.13333333333333333, 0, 0, 0.10526315789473684]","[0, 1, 0, 0]",food move
881,"[0, 0, 0.10526315789473684, 0, 0, 0.06896551724137931, 0, 1, 0.18181818181818182, 1, 0, 0.04878048780487805, 0, 0, 0.10526315789473684, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 1, 0]",food move
882,"[0, 0, 0.13333333333333333, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.044444444444444446, 0, 0, 0.13333333333333333, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
883,"[0, 1, 0.15384615384615385, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.0425531914893617, 0, 0, 0.15384615384615385, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 1, 0, 0]",munch
884,"[0, 0, 0.10526315789473684, 1, 0, 0.05714285714285714, 0, 1, 0.4, 0, 0, 0.04878048780487805, 0, 0, 0.10526315789473684, 0, 0, 0.4, 0, 0, 0.05714285714285714, 0, 0, 0.4]","[0, 0, 1, 0]",munch
885,"[0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 1, 0, 0.06451612903225806, 0, 1, 0.06896551724137931, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 0, 0, 0.06896551724137931]","[1, 0, 0, 0]",food move
886,"[1, 0, 0.06060606060606061, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806, 0, 1, 0.07407407407407407, 0, 0, 0.2222222222222222, 1, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 0, 0, 0.07407407407407407]","[1, 0, 0, 0]",munch
887,"[0, 0, 0.6666666666666666, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03508771929824561, 0, 0, 0.6666666666666666, 0, 0, 0.6666666666666666, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
888,"[1, 0, 0.03389830508474576, 0, 0, 0.08, 0, 0, 0.13333333333333333, 0, 0, 2.0, 1, 0, 0.08, 0, 0, 0.13333333333333333, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
889,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 1, 0]",wall move
890,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",wall move
891,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 1, 0]",wall move
892,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 1, 0]",wall move
893,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",wall move
894,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",wall move
895,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",wall move
896,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",wall move
897,"[0, 0, 0.6666666666666666, 0, 0, 0.08695652173913043, 1, 0, 0.11764705882352941, 0, 1, 0.03508771929824561, 0, 0, 0.6666666666666666, 0, 0, 0.6666666666666666, 0, 0, 0.08695652173913043, 0, 0, 0.11764705882352941]","[1, 0, 0, 0]",food move
898,"[0, 1, 0.13333333333333333, 0, 0, 0.13333333333333333, 0, 0, 0.08, 1, 0, 0.044444444444444446, 0, 0, 0.13333333333333333, 0, 0, 0.13333333333333333, 0, 0, 0.13333333333333333, 0, 0, 0.08]","[0, 1, 0, 0]",munch
899,"[0, 0, 0.4, 0, 0, 0.09523809523809523, 1, 0, 0.10526315789473684, 0, 1, 0.03636363636363636, 0, 0, 0.4, 0, 0, 0.4, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684]","[1, 0, 0, 0]",food move
900,"[0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.05128205128205128, 0, 0, 2.0]","[1, 0, 0, 0]",wall move
901,"[0, 0, 0.03773584905660377, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.2857142857142857]","[1, 0, 0, 0]",wall move
902,"[1, 0, 0.11764705882352941, 0, 1, 0.08, 0, 0, 0.13333333333333333, 0, 0, 0.046511627906976744, 0, 0, 0.11764705882352941, 0, 0, 0.13333333333333333, 0, 0, 0.08, 0, 0, 0.13333333333333333]","[0, 0, 0, 1]",food move
903,"[0, 0, 2.0, 0, 0, 0.11764705882352941, 0, 0, 0.08695652173913043, 1, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.11764705882352941, 0, 0, 0.08695652173913043]","[0, 0, 0, 1]",wall move
904,"[1, 0, 0.03389830508474576, 0, 0, 0.4, 0, 0, 0.05714285714285714, 0, 0, 2.0, 0, 0, 0.4, 0, 1, 0.05714285714285714, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
905,"[0, 0, 0.13333333333333333, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.044444444444444446, 0, 0, 2.0, 0, 0, 0.13333333333333333, 0, 0, 2.0, 0, 0, 0.05128205128205128]","[1, 0, 0, 0]",wall move
906,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
907,"[0, 0, 2.0, 0, 0, 0.2857142857142857, 0, 0, 0.06060606060606061, 1, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.2857142857142857, 1, 0, 0.06060606060606061]","[0, 0, 0, 1]",wall move
908,"[0, 0, 0.6666666666666666, 0, 1, 0.2222222222222222, 1, 0, 0.06451612903225806, 0, 0, 0.03508771929824561, 0, 0, 0.6666666666666666, 0, 0, 0.6666666666666666, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806]","[0, 0, 0, 1]",munch
909,"[0, 0, 0.11764705882352941, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.046511627906976744, 0, 0, 2.0, 1, 0, 0.11764705882352941, 0, 0, 2.0, 0, 0, 0.05128205128205128]","[1, 0, 0, 0]",wall move
910,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
911,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
912,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
913,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
914,"[0, 0, 0.11764705882352941, 0, 0, 0.11764705882352941, 1, 0, 0.08695652173913043, 0, 1, 0.046511627906976744, 0, 0, 0.11764705882352941, 1, 0, 0.11764705882352941, 0, 0, 0.11764705882352941, 0, 0, 0.08695652173913043]","[1, 0, 0, 0]",munch
915,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
916,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
917,"[1, 0, 0.03389830508474576, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 0, 0, 2.0, 1, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
918,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
919,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
920,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
921,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
922,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
923,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
924,"[0, 0, 0.13333333333333333, 0, 0, 0.18181818181818182, 1, 0, 0.06896551724137931, 0, 1, 0.044444444444444446, 0, 0, 0.18181818181818182, 1, 0, 0.13333333333333333, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931]","[1, 0, 0, 0]",munch
925,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
926,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
927,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
928,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
929,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
930,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
931,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
932,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
933,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
934,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
935,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
936,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
937,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
938,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
939,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
940,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
941,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
942,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
943,"[1, 0, 0.03389830508474576, 0, 0, 0.6666666666666666, 0, 0, 0.05405405405405406, 0, 0, 2.0, 0, 0, 0.6666666666666666, 1, 1, 0.05405405405405406, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
944,"[0, 0, 0.03389830508474576, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 2.0]","[1, 0, 0, 0]",wall move
945,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
946,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
947,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
948,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
949,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
950,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
951,"[1, 0, 0.03389830508474576, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 2.0, 0, 0, 0.05714285714285714, 1, 0, 0.4, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
